district,year,season,ndvi
Karur,2007,Zaid,0.4786
Karur,2008,Kharif,0.5276
Karur,2008,Rabi,0.4774
Karur,2008,Zaid,0.4943
Karur,2009,Kharif,0.5666
Karur,2009,Rabi,0.5131
Karur,2009,Zaid,0.4331
Karur,2010,Kharif,0.5541
Karur,2010,Rabi,0.51
Karur,2010,Zaid,0.505
Karur,2011,Kharif,0.5161
Karur,2011,Rabi,0.5084
Karur,2011,Zaid,0.4406
Karur,2012,Kharif,0.4805
Karur,2012,Rabi,0.4478
Karur,2012,Zaid,0.4429
Karur,2013,Kharif,0.5945
Karur,2013,Rabi,0.5071
Karur,2013,Zaid,0.3754
Karur,2014,Kharif,0.5546
Karur,2014,Rabi,0.3684
Karur,2014,Zaid,0.4242
Karur,2015,Kharif,0.5599
Karur,2015,Rabi,0.5445
Karur,2015,Zaid,0.4901
Karur,2016,Kharif,0.4927
Karur,2016,Rabi,0.4472
Karur,2016,Zaid,0.4318
Karur,2017,Kharif,0.5526
Karur,2017,Rabi,0.4918
Karur,2017,Zaid,0.3813
Karur,2018,Kharif,0.4903
Karur,2018,Rabi,0.481
Karur,2018,Zaid,0.4193
Karur,2019,Kharif,0.5323
Karur,2019,Rabi,0.4598
Karur,2019,Zaid,0.4425
Karur,2020,Kharif,0.5564
Karur,2020,Rabi,0.4409
Karur,2020,Zaid,0.4642
Karur,2021,Kharif,0.4865
Karur,2021,Rabi,0.4487
Karur,2021,Zaid,0.4588
Karur,2022,Kharif,0.6132
Karur,2022,Rabi,0.4724
Karur,2022,Zaid,0.4151
Karur,2023,Kharif,0.4285
Karur,2023,Rabi,0.5524
Karur,2023,Zaid,0.366
Krishnagiri,2003,Kharif,0.4614
Krishnagiri,2003,Rabi,0.3506
Krishnagiri,2003,Zaid,0.3556
Krishnagiri,2004,Kharif,0.4396
Krishnagiri,2004,Rabi,0.385
Krishnagiri,2004,Zaid,0.3537
Krishnagiri,2005,Kharif,0.4523
Krishnagiri,2005,Rabi,0.3798
Krishnagiri,2005,Zaid,0.3912
Krishnagiri,2006,Kharif,0.5073
Krishnagiri,2006,Rabi,0.3591
Krishnagiri,2006,Zaid,0.3631
Krishnagiri,2007,Kharif,0.442
Krishnagiri,2007,Rabi,0.3868
Krishnagiri,2007,Zaid,0.3322
Krishnagiri,2008,Kharif,0.481
Krishnagiri,2008,Rabi,0.3996
Krishnagiri,2008,Zaid,0.4143
Krishnagiri,2009,Kharif,0.3583
Krishnagiri,2009,Rabi,0.3465
Krishnagiri,2009,Zaid,0.321
Krishnagiri,2010,Kharif,0.3779
Krishnagiri,2010,Rabi,0.4154
Krishnagiri,2010,Zaid,0.347
Krishnagiri,2011,Kharif,0.4396
Krishnagiri,2011,Rabi,0.3668
Krishnagiri,2011,Zaid,0.3446
Krishnagiri,2012,Kharif,0.4654
Krishnagiri,2012,Rabi,0.4195
Krishnagiri,2012,Zaid,0.345
Krishnagiri,2013,Kharif,0.4401
Krishnagiri,2013,Rabi,0.4009
Krishnagiri,2013,Zaid,0.4252
Krishnagiri,2014,Kharif,0.3767
Krishnagiri,2014,Rabi,0.3705
Krishnagiri,2014,Zaid,0.2709
Krishnagiri,2015,Kharif,0.3867
Krishnagiri,2015,Rabi,0.3767
Krishnagiri,2015,Zaid,0.3201
Krishnagiri,2016,Kharif,0.469
Krishnagiri,2016,Rabi,0.3397
Krishnagiri,2016,Zaid,0.3442
Krishnagiri,2017,Kharif,0.3309
Krishnagiri,2017,Rabi,0.3947
Krishnagiri,2017,Zaid,0.3317
Krishnagiri,2018,Kharif,0.4295
Krishnagiri,2018,Rabi,0.4386
Krishnagiri,2018,Zaid,0.3456
Krishnagiri,2019,Kharif,0.4053
Krishnagiri,2019,Rabi,0.272
Krishnagiri,2019,Zaid,0.3733
Krishnagiri,2020,Kharif,0.5098
Krishnagiri,2020,Rabi,0.4094
Krishnagiri,2020,Zaid,0.341
Krishnagiri,2021,Kharif,0.3437
Krishnagiri,2021,Rabi,0.3796
Krishnagiri,2021,Zaid,0.324
Krishnagiri,2022,Kharif,0.3537
Krishnagiri,2022,Rabi,0.3843
Krishnagiri,2022,Zaid,0.3832
Krishnagiri,2023,Kharif,0.3907
Krishnagiri,2023,Rabi,0.3946
Krishnagiri,2023,Zaid,0.3469
Madurai,2003,Kharif,0.3898
Madurai,2003,Rabi,0.3472
Madurai,2003,Zaid,0.2882
Madurai,2004,Kharif,0.4578
Madurai,2004,Rabi,0.3914
Madurai,2004,Zaid,0.3835
Madurai,2005,Kharif,0.4817
Madurai,2005,Rabi,0.4022
Madurai,2005,Zaid,0.3286
Madurai,2006,Kharif,0.4507
Madurai,2006,Rabi,0.2985
Madurai,2006,Zaid,0.391
Madurai,2007,Kharif,0.4092
Madurai,2007,Rabi,0.3726
Madurai,2007,Zaid,0.4068
Madurai,2008,Kharif,0.3571
Madurai,2008,Rabi,0.3167
Madurai,2008,Zaid,0.4108
Madurai,2009,Kharif,0.4074
Madurai,2009,Rabi,0.3726
Madurai,2009,Zaid,0.3014
Madurai,2010,Kharif,0.3525
Madurai,2010,Rabi,0.4481
Madurai,2010,Zaid,0.3257
Madurai,2011,Kharif,0.4364
Madurai,2011,Rabi,0.3347
Madurai,2011,Zaid,0.3405
Madurai,2012,Kharif,0.3632
Madurai,2012,Rabi,0.3218
Madurai,2012,Zaid,0.3382
Madurai,2013,Kharif,0.4817
Madurai,2013,Rabi,0.3849
Madurai,2013,Zaid,0.317
Madurai,2014,Kharif,0.4109
Madurai,2014,Rabi,0.3692
Madurai,2014,Zaid,0.3468
Madurai,2015,Kharif,0.4112
Madurai,2015,Rabi,0.3763
Madurai,2015,Zaid,0.3573
Madurai,2016,Kharif,0.3465
Madurai,2016,Rabi,0.3118
Madurai,2016,Zaid,0.3714
Madurai,2017,Kharif,0.3793
Madurai,2017,Rabi,0.4154
Madurai,2017,Zaid,0.2786
Madurai,2018,Kharif,0.4208
Madurai,2018,Rabi,0.4279
Madurai,2018,Zaid,0.3199
Madurai,2019,Kharif,0.3561
Madurai,2019,Rabi,0.4331
Madurai,2019,Zaid,0.2905
Madurai,2020,Kharif,0.3922
Madurai,2020,Rabi,0.3784
Madurai,2020,Zaid,0.299
Madurai,2021,Kharif,0.4833
Madurai,2021,Rabi,0.4524
Madurai,2021,Zaid,0.4395
Madurai,2022,Kharif,0.3141
Madurai,2022,Rabi,0.3975
Madurai,2022,Zaid,0.3802
Madurai,2023,Kharif,0.3946
Madurai,2023,Rabi,0.3731
Madurai,2023,Zaid,0.2327
Mayiladuthurai,2003,Kharif,0.6571
Mayiladuthurai,2003,Rabi,0.5833
Mayiladuthurai,2003,Zaid,0.6173
Mayiladuthurai,2004,Kharif,0.7054
Mayiladuthurai,2004,Rabi,0.6576
Mayiladuthurai,2004,Zaid,0.5955
Mayiladuthurai,2005,Kharif,0.7138
Mayiladuthurai,2005,Rabi,0.5807
Mayiladuthurai,2005,Zaid,0.5944
Mayiladuthurai,2006,Kharif,0.6457
Mayiladuthurai,2006,Rabi,0.5921
Mayiladuthurai,2006,Zaid,0.5697
Mayiladuthurai,2007,Kharif,0.6554
Mayiladuthurai,2007,Rabi,0.5911
Mayiladuthurai,2007,Zaid,0.5391
Mayiladuthurai,2008,Kharif,0.6754
Mayiladuthurai,2008,Rabi,0.6632
Mayiladuthurai,2008,Zaid,0.5771
Mayiladuthurai,2009,Kharif,0.7082
Mayiladuthurai,2009,Rabi,0.591
Mayiladuthurai,2009,Zaid,0.5555
Mayiladuthurai,2010,Kharif,0.6979
Mayiladuthurai,2010,Rabi,0.5824
Mayiladuthurai,2010,Zaid,0.5845
Mayiladuthurai,2011,Kharif,0.6361
Mayiladuthurai,2011,Rabi,0.5809
Mayiladuthurai,2011,Zaid,0.5292
Mayiladuthurai,2012,Kharif,0.6667
Mayiladuthurai,2012,Rabi,0.6555
Mayiladuthurai,2012,Zaid,0.5595
Mayiladuthurai,2013,Kharif,0.7169
Mayiladuthurai,2013,Rabi,0.6232
Mayiladuthurai,2013,Zaid,0.5443
Mayiladuthurai,2014,Kharif,0.6823
Mayiladuthurai,2014,Rabi,0.5938
Mayiladuthurai,2014,Zaid,0.5869
Mayiladuthurai,2015,Kharif,0.6912
Mayiladuthurai,2015,Rabi,0.5687
Mayiladuthurai,2015,Zaid,0.6191
Mayiladuthurai,2016,Kharif,0.6868
Mayiladuthurai,2016,Rabi,0.5938
Mayiladuthurai,2016,Zaid,0.5594
Mayiladuthurai,2017,Kharif,0.6153
Mayiladuthurai,2017,Rabi,0.6053
Mayiladuthurai,2017,Zaid,0.5666
Mayiladuthurai,2018,Kharif,0.6319
Mayiladuthurai,2018,Rabi,0.6248
Mayiladuthurai,2018,Zaid,0.5832
Mayiladuthurai,2019,Kharif,0.6963
Mayiladuthurai,2019,Rabi,0.5826
Mayiladuthurai,2019,Zaid,0.5212
Mayiladuthurai,2020,Kharif,0.6076
Mayiladuthurai,2020,Rabi,0.5948
Mayiladuthurai,2020,Zaid,0.5331
Mayiladuthurai,2021,Kharif,0.6046
Mayiladuthurai,2021,Rabi,0.621
Mayiladuthurai,2021,Zaid,0.5559
Mayiladuthurai,2022,Kharif,0.6327
Mayiladuthurai,2022,Rabi,0.6416
Mayiladuthurai,2022,Zaid,0.5992
Mayiladuthurai,2023,Kharif,0.6604
Mayiladuthurai,2023,Rabi,0.5738
Mayiladuthurai,2023,Zaid,0.5198
Nagapattinam,2003,Kharif,0.622
Nagapattinam,2003,Rabi,0.6437
Nagapattinam,2003,Zaid,0.498
Nagapattinam,2004,Kharif,0.7012
Nagapattinam,2004,Rabi,0.5554
Nagapattinam,2004,Zaid,0.5579
Nagapattinam,2005,Kharif,0.6204
Nagapattinam,2005,Rabi,0.6474
Nagapattinam,2005,Zaid,0.5636
Nagapattinam,2006,Kharif,0.6802
Nagapattinam,2006,Rabi,0.6071
Nagapattinam,2006,Zaid,0.5628
Nagapattinam,2007,Kharif,0.626
Nagapattinam,2007,Rabi,0.5971
Nagapattinam,2007,Zaid,0.5617
Nagapattinam,2008,Kharif,0.5616
Nagapattinam,2008,Rabi,0.6282
Nagapattinam,2008,Zaid,0.5881
Nagapattinam,2009,Kharif,0.681
Nagapattinam,2009,Rabi,0.5527
Nagapattinam,2009,Zaid,0.6296
Nagapattinam,2010,Kharif,0.6992
Nagapattinam,2010,Rabi,0.647
Nagapattinam,2010,Zaid,0.4883
Nagapattinam,2011,Kharif,0.7237
Nagapattinam,2011,Rabi,0.5741
Nagapattinam,2011,Zaid,0.5169
Nagapattinam,2012,Kharif,0.6847
Nagapattinam,2012,Rabi,0.6161
Nagapattinam,2012,Zaid,0.5624
Nagapattinam,2013,Kharif,0.6666
Nagapattinam,2013,Rabi,0.6926
Nagapattinam,2013,Zaid,0.5269
Nagapattinam,2014,Kharif,0.7162
Nagapattinam,2014,Rabi,0.587
Nagapattinam,2014,Zaid,0.5977
Nagapattinam,2015,Kharif,0.6632
Nagapattinam,2015,Rabi,0.6456
Nagapattinam,2015,Zaid,0.465
Nagapattinam,2016,Kharif,0.683
Nagapattinam,2016,Rabi,0.598
Nagapattinam,2016,Zaid,0.5233
Nagapattinam,2017,Kharif,0.6741
Nagapattinam,2017,Rabi,0.6432
Nagapattinam,2017,Zaid,0.4872
Nagapattinam,2018,Kharif,0.6221
Nagapattinam,2018,Rabi,0.5576
Nagapattinam,2018,Zaid,0.5679
Nagapattinam,2019,Kharif,0.7189
Nagapattinam,2019,Rabi,0.643
Nagapattinam,2019,Zaid,0.4782
Nagapattinam,2020,Kharif,0.6556
Nagapattinam,2020,Rabi,0.6655
Nagapattinam,2020,Zaid,0.5635
Nagapattinam,2021,Kharif,0.6995
Nagapattinam,2021,Rabi,0.5816
Nagapattinam,2021,Zaid,0.5304
Nagapattinam,2022,Kharif,0.6428
Nagapattinam,2022,Rabi,0.5007
Nagapattinam,2022,Zaid,0.5291
Nagapattinam,2023,Kharif,0.6631
Nagapattinam,2023,Rabi,0.5798
Nagapattinam,2023,Zaid,0.5161
Namakkal,2003,Kharif,0.5642
Namakkal,2003,Rabi,0.4896
Namakkal,2003,Zaid,0.3934
Namakkal,2004,Kharif,0.565
Namakkal,2004,Rabi,0.5162
Namakkal,2004,Zaid,0.4998
Namakkal,2005,Kharif,0.5365
Namakkal,2005,Rabi,0.4968
Namakkal,2005,Zaid,0.479
Namakkal,2006,Kharif,0.5365
Namakkal,2006,Rabi,0.5447
Namakkal,2006,Zaid,0.4319
Namakkal,2007,Kharif,0.5828
Namakkal,2007,Rabi,0.5635
Namakkal,2007,Zaid,0.3951
Namakkal,2008,Kharif,0.5438
Namakkal,2008,Rabi,0.4611
Namakkal,2008,Zaid,0.4075
Namakkal,2009,Kharif,0.5522
Namakkal,2009,Rabi,0.4518
Namakkal,2009,Zaid,0.4554
Namakkal,2010,Kharif,0.5452
Namakkal,2010,Rabi,0.447
Namakkal,2010,Zaid,0.5087
Namakkal,2011,Kharif,0.4599
Namakkal,2011,Rabi,0.5554
Namakkal,2011,Zaid,0.3862
Namakkal,2012,Kharif,0.5892
Namakkal,2012,Rabi,0.5043
Namakkal,2012,Zaid,0.5541
Namakkal,2013,Kharif,0.5788
Namakkal,2013,Rabi,0.4575
Namakkal,2013,Zaid,0.5464
Namakkal,2014,Kharif,0.511
Namakkal,2014,Rabi,0.5126
Namakkal,2014,Zaid,0.476
Namakkal,2015,Kharif,0.5576
Namakkal,2015,Rabi,0.5457
Namakkal,2015,Zaid,0.4764
Namakkal,2016,Kharif,0.5429
Namakkal,2016,Rabi,0.5224
Namakkal,2016,Zaid,0.4406
Namakkal,2017,Kharif,0.4415
Namakkal,2017,Rabi,0.3623
Namakkal,2017,Zaid,0.4609
Namakkal,2018,Kharif,0.5553
Namakkal,2018,Rabi,0.4932
Namakkal,2018,Zaid,0.4761
Namakkal,2019,Kharif,0.5772
Namakkal,2019,Rabi,0.4792
Namakkal,2019,Zaid,0.4462
Namakkal,2020,Kharif,0.5661
Namakkal,2020,Rabi,0.4574
Namakkal,2020,Zaid,0.4718
Namakkal,2021,Kharif,0.5038
Namakkal,2021,Rabi,0.471
Namakkal,2021,Zaid,0.4626
Namakkal,2022,Kharif,0.5404
Namakkal,2022,Rabi,0.4945
Namakkal,2022,Zaid,0.4832
Namakkal,2023,Kharif,0.4771
Namakkal,2023,Rabi,0.4131
Namakkal,2023,Zaid,0.4628
Nilgiris,2003,Kharif,0.8184
Nilgiris,2003,Rabi,0.8183
Nilgiris,2003,Zaid,0.6843
Nilgiris,2004,Kharif,0.8726
Nilgiris,2004,Rabi,0.7846
Nilgiris,2004,Zaid,0.6913
Nilgiris,2005,Kharif,0.8319
Nilgiris,2005,Rabi,0.761
Nilgiris,2005,Zaid,0.6368
Nilgiris,2006,Kharif,0.8257
Nilgiris,2006,Rabi,0.6678
Nilgiris,2006,Zaid,0.6936
Nilgiris,2007,Kharif,0.8433
Nilgiris,2007,Rabi,0.7348
Nilgiris,2007,Zaid,0.7072
Nilgiris,2008,Kharif,0.7947
Nilgiris,2008,Rabi,0.7193
Nilgiris,2008,Zaid,0.699
Nilgiris,2009,Kharif,0.7687
Nilgiris,2009,Rabi,0.6541
Nilgiris,2009,Zaid,0.6888
Nilgiris,2010,Kharif,0.8328
Nilgiris,2010,Rabi,0.7749
Nilgiris,2010,Zaid,0.6427
Nilgiris,2011,Kharif,0.8867
Nilgiris,2011,Rabi,0.7461
Nilgiris,2011,Zaid,0.6733
Nilgiris,2012,Kharif,0.744
Nilgiris,2012,Rabi,0.7432
Nilgiris,2012,Zaid,0.7112
Nilgiris,2013,Kharif,0.7704
Nilgiris,2013,Rabi,0.7617
Nilgiris,2013,Zaid,0.6666
Nilgiris,2014,Kharif,0.8414
Nilgiris,2014,Rabi,0.754
Nilgiris,2014,Zaid,0.6536
Nilgiris,2015,Kharif,0.7885
Nilgiris,2015,Rabi,0.7201
Nilgiris,2015,Zaid,0.7727
Nilgiris,2016,Kharif,0.8001
Nilgiris,2016,Rabi,0.6941
Nilgiris,2016,Zaid,0.7433
Nilgiris,2017,Kharif,0.8296
Nilgiris,2017,Rabi,0.6883
Nilgiris,2017,Zaid,0.7109
Nilgiris,2018,Kharif,0.8204
Nilgiris,2018,Rabi,0.725
Nilgiris,2018,Zaid,0.6953
Nilgiris,2019,Kharif,0.8494
Nilgiris,2019,Rabi,0.7373
Nilgiris,2019,Zaid,0.6666
Nilgiris,2020,Kharif,0.8304
Nilgiris,2020,Rabi,0.7474
Nilgiris,2020,Zaid,0.6755
Nilgiris,2021,Kharif,0.8055
Nilgiris,2021,Rabi,0.7484
Nilgiris,2021,Zaid,0.6521
Nilgiris,2022,Kharif,0.8283
Nilgiris,2022,Rabi,0.7324
Nilgiris,2022,Zaid,0.6212
Nilgiris,2023,Kharif,0.8273
Nilgiris,2023,Rabi,0.7105
Nilgiris,2023,Zaid,0.6519
Perambalur,2003,Kharif,0.4381
Perambalur,2003,Rabi,0.4158
Perambalur,2003,Zaid,0.3524
Perambalur,2004,Kharif,0.407
Perambalur,2004,Rabi,0.3915
Perambalur,2004,Zaid,0.3307
Perambalur,2005,Kharif,0.4222
Perambalur,2005,Rabi,0.3007
Perambalur,2005,Zaid,0.287
Perambalur,2006,Kharif,0.4203
Perambalur,2006,Rabi,0.3678
Perambalur,2006,Zaid,0.3553
Perambalur,2007,Kharif,0.4395
Perambalur,2007,Rabi,0.3816
Perambalur,2007,Zaid,0.288
Perambalur,2008,Kharif,0.4439
Perambalur,2008,Rabi,0.3168
Perambalur,2008,Zaid,0.3601
Perambalur,2009,Kharif,0.4055
Perambalur,2009,Rabi,0.357
Perambalur,2009,Zaid,0.3536
Perambalur,2010,Kharif,0.4404
Perambalur,2010,Rabi,0.3553
Perambalur,2010,Zaid,0.3485
Perambalur,2011,Kharif,0.3938
Perambalur,2011,Rabi,0.3897
Perambalur,2011,Zaid,0.3299
Perambalur,2012,Kharif,0.4061
Perambalur,2012,Rabi,0.4047
Perambalur,2012,Zaid,0.2971
Perambalur,2013,Kharif,0.4948
Perambalur,2013,Rabi,0.3237
Perambalur,2013,Zaid,0.255
Perambalur,2014,Kharif,0.3676
Perambalur,2014,Rabi,0.3936
Perambalur,2014,Zaid,0.2727
Perambalur,2015,Kharif,0.4072
Perambalur,2015,Rabi,0.3567
Perambalur,2015,Zaid,0.2859
Perambalur,2016,Kharif,0.3768
Perambalur,2016,Rabi,0.3026
Perambalur,2016,Zaid,0.305
Perambalur,2017,Kharif,0.4579
Perambalur,2017,Rabi,0.3924
Perambalur,2017,Zaid,0.3543
Perambalur,2018,Kharif,0.3772
Perambalur,2018,Rabi,0.3353
Perambalur,2018,Zaid,0.365
Perambalur,2019,Kharif,0.3456
Perambalur,2019,Rabi,0.3472
Perambalur,2019,Zaid,0.3419
Perambalur,2020,Kharif,0.396
Perambalur,2020,Rabi,0.4119
Perambalur,2020,Zaid,0.2926
Perambalur,2021,Kharif,0.4227
Perambalur,2021,Rabi,0.4086
Perambalur,2021,Zaid,0.3837
Perambalur,2022,Kharif,0.3585
Perambalur,2022,Rabi,0.3885
Perambalur,2022,Zaid,0.3116
Perambalur,2023,Kharif,0.3375
Perambalur,2023,Rabi,0.3744
Perambalur,2023,Zaid,0.3764
Pudukkottai,2003,Kharif,0.423
Pudukkottai,2003,Rabi,0.4245
Pudukkottai,2003,Zaid,0.4573
Pudukkottai,2004,Kharif,0.4674
Pudukkottai,2004,Rabi,0.3898
Pudukkottai,2004,Zaid,0.2989
Pudukkottai,2005,Kharif,0.5043
Pudukkottai,2005,Rabi,0.3742
Pudukkottai,2005,Zaid,0.3566
Pudukkottai,2006,Kharif,0.3181
Pudukkottai,2006,Rabi,0.3502
Pudukkottai,2006,Zaid,0.3226
Pudukkottai,2007,Kharif,0.3845
Pudukkottai,2007,Rabi,0.3552
Pudukkottai,2007,Zaid,0.3851
Pudukkottai,2008,Kharif,0.3853
Pudukkottai,2008,Rabi,0.3929
Pudukkottai,2008,Zaid,0.3635
Pudukkottai,2009,Kharif,0.4149
Pudukkottai,2009,Rabi,0.3522
Pudukkottai,2009,Zaid,0.3353
Pudukkottai,2010,Kharif,0.375
Pudukkottai,2010,Rabi,0.2924
Pudukkottai,2010,Zaid,0.2824
Pudukkottai,2011,Kharif,0.4686
Pudukkottai,2011,Rabi,0.3451
Pudukkottai,2011,Zaid,0.3397
Pudukkottai,2012,Kharif,0.3922
Pudukkottai,2012,Rabi,0.387
Pudukkottai,2012,Zaid,0.3094
Pudukkottai,2013,Kharif,0.4667
Pudukkottai,2013,Rabi,0.3342
Pudukkottai,2013,Zaid,0.3778
Pudukkottai,2014,Kharif,0.3999
Pudukkottai,2014,Rabi,0.3665
Pudukkottai,2014,Zaid,0.3178
Pudukkottai,2015,Kharif,0.3819
Pudukkottai,2015,Rabi,0.4165
Pudukkottai,2015,Zaid,0.4138
Pudukkottai,2016,Kharif,0.3991
Pudukkottai,2016,Rabi,0.345
Pudukkottai,2016,Zaid,0.3878
Pudukkottai,2017,Kharif,0.3643
Pudukkottai,2017,Rabi,0.3662
Pudukkottai,2017,Zaid,0.3677
Pudukkottai,2018,Kharif,0.4247
Pudukkottai,2018,Rabi,0.3693
Pudukkottai,2018,Zaid,0.3569
Pudukkottai,2019,Kharif,0.4325
Pudukkottai,2019,Rabi,0.3222
Pudukkottai,2019,Zaid,0.2873
Pudukkottai,2020,Kharif,0.4275
Pudukkottai,2020,Rabi,0.2829
Pudukkottai,2020,Zaid,0.3481
Pudukkottai,2021,Kharif,0.3759
Pudukkottai,2021,Rabi,0.3185
Pudukkottai,2021,Zaid,0.3512
Pudukkottai,2022,Kharif,0.4207
Pudukkottai,2022,Rabi,0.3405
Pudukkottai,2022,Zaid,0.3613
Pudukkottai,2023,Kharif,0.4388
Pudukkottai,2023,Rabi,0.2955
Pudukkottai,2023,Zaid,0.2731
Ramanathapuram,2003,Kharif,0.317
Ramanathapuram,2003,Rabi,0.2534
Ramanathapuram,2003,Zaid,0.2437
Ramanathapuram,2004,Kharif,0.2718
Ramanathapuram,2004,Rabi,0.2837
Ramanathapuram,2004,Zaid,0.2563
Ramanathapuram,2005,Kharif,0.2785
Ramanathapuram,2005,Rabi,0.2334
Ramanathapuram,2005,Zaid,0.2728
Ramanathapuram,2006,Kharif,0.2595
Ramanathapuram,2006,Rabi,0.2915
Ramanathapuram,2006,Zaid,0.2212
Ramanathapuram,2007,Kharif,0.302
Ramanathapuram,2007,Rabi,0.1455
Ramanathapuram,2007,Zaid,0.3173
Ramanathapuram,2008,Kharif,0.3025
Ramanathapuram,2008,Rabi,0.2439
Ramanathapuram,2008,Zaid,0.2762
Ramanathapuram,2009,Kharif,0.2898
Ramanathapuram,2009,Rabi,0.2439
Ramanathapuram,2009,Zaid,0.2814
Ramanathapuram,2010,Kharif,0.3009
Ramanathapuram,2010,Rabi,0.2711
Ramanathapuram,2010,Zaid,0.2078
Ramanathapuram,2011,Kharif,0.3184
Ramanathapuram,2011,Rabi,0.2093
Ramanathapuram,2011,Zaid,0.2666
Ramanathapuram,2012,Kharif,0.2959
Ramanathapuram,2012,Rabi,0.2861
Ramanathapuram,2012,Zaid,0.2864
Ramanathapuram,2013,Kharif,0.2625
Ramanathapuram,2013,Rabi,0.2749
Ramanathapuram,2013,Zaid,0.3205
Ramanathapuram,2014,Kharif,0.2959
Ramanathapuram,2014,Rabi,0.2272
Ramanathapuram,2014,Zaid,0.2214
Ramanathapuram,2015,Kharif,0.2995
Ramanathapuram,2015,Rabi,0.2385
Ramanathapuram,2015,Zaid,0.1371
Ramanathapuram,2016,Kharif,0.3448
Ramanathapuram,2016,Rabi,0.2875
Ramanathapuram,2016,Zaid,0.1671
Ramanathapuram,2017,Kharif,0.2862
Ramanathapuram,2017,Rabi,0.2365
Ramanathapuram,2017,Zaid,0.2335
Ramanathapuram,2018,Kharif,0.271
Ramanathapuram,2018,Rabi,0.2706
Ramanathapuram,2018,Zaid,0.2457
Ramanathapuram,2019,Kharif,0.24
Ramanathapuram,2019,Rabi,0.3209
Ramanathapuram,2019,Zaid,0.2425
Ramanathapuram,2020,Kharif,0.2619
Ramanathapuram,2020,Rabi,0.283
Ramanathapuram,2020,Zaid,0.2086
Ramanathapuram,2021,Kharif,0.242
Ramanathapuram,2021,Rabi,0.213
Ramanathapuram,2021,Zaid,0.2794
Ramanathapuram,2022,Kharif,0.2803
Ramanathapuram,2022,Rabi,0.2415
Ramanathapuram,2022,Zaid,0.2579
Ramanathapuram,2023,Kharif,0.2697
Ramanathapuram,2023,Rabi,0.2567
Ramanathapuram,2023,Zaid,0.2752
Ranipet,2003,Kharif,0.5092
Ranipet,2003,Rabi,0.5295
Ranipet,2003,Zaid,0.4908
Ranipet,2004,Kharif,0.581
Ranipet,2004,Rabi,0.5092
Ranipet,2004,Zaid,0.4607
Ranipet,2005,Kharif,0.5068
Ranipet,2005,Rabi,0.4893
Ranipet,2005,Zaid,0.4279
Ranipet,2006,Kharif,0.5357
Ranipet,2006,Rabi,0.5046
Ranipet,2006,Zaid,0.488
Ranipet,2007,Kharif,0.5255
Ranipet,2007,Rabi,0.4418
Ranipet,2007,Zaid,0.4355
Ranipet,2008,Kharif,0.6153
Ranipet,2008,Rabi,0.5229
Ranipet,2008,Zaid,0.4506
Ranipet,2009,Kharif,0.5129
Ranipet,2009,Rabi,0.516
Ranipet,2009,Zaid,0.4803
Ranipet,2010,Kharif,0.6057
Ranipet,2010,Rabi,0.5695
Ranipet,2010,Zaid,0.4095
Ranipet,2011,Kharif,0.5669
Ranipet,2011,Rabi,0.4638
Ranipet,2011,Zaid,0.4691
Ranipet,2012,Kharif,0.5254
Ranipet,2012,Rabi,0.4845
Ranipet,2012,Zaid,0.458
Ranipet,2013,Kharif,0.5041
Ranipet,2013,Rabi,0.5249
Ranipet,2013,Zaid,0.4605
Ranipet,2014,Kharif,0.6305
Ranipet,2014,Rabi,0.473
Ranipet,2014,Zaid,0.4371
Ranipet,2015,Kharif,0.4487
Ranipet,2015,Rabi,0.5104
Ranipet,2015,Zaid,0.4636
Ranipet,2016,Kharif,0.464
Ranipet,2016,Rabi,0.4714
Ranipet,2016,Zaid,0.4255
Ranipet,2017,Kharif,0.4451
Ranipet,2017,Rabi,0.4127
Ranipet,2017,Zaid,0.3893
Ranipet,2018,Kharif,0.4932
Ranipet,2018,Rabi,0.3583
Ranipet,2018,Zaid,0.4733
Ranipet,2019,Kharif,0.4818
Ranipet,2019,Rabi,0.4143
Ranipet,2019,Zaid,0.5085
Ranipet,2020,Kharif,0.4692
Ranipet,2020,Rabi,0.4734
Ranipet,2020,Zaid,0.3566
Ranipet,2021,Kharif,0.557
Ranipet,2021,Rabi,0.4439
Ranipet,2021,Zaid,0.4257
Ranipet,2022,Kharif,0.5476
Ranipet,2022,Rabi,0.5163
Ranipet,2022,Zaid,0.4554
Ranipet,2023,Kharif,0.5342
Ranipet,2023,Rabi,0.4163
Ranipet,2023,Zaid,0.4773
Salem,2003,Kharif,0.5707
Salem,2003,Rabi,0.6073
Salem,2003,Zaid,0.4557
Salem,2004,Kharif,0.5754
Salem,2004,Rabi,0.5081
Salem,2004,Zaid,0.4526
Salem,2005,Kharif,0.5321
Salem,2005,Rabi,0.4202
Salem,2005,Zaid,0.4648
Salem,2006,Kharif,0.5386
Salem,2006,Rabi,0.4864
Salem,2006,Zaid,0.4459
Salem,2007,Kharif,0.4877
Salem,2007,Rabi,0.5256
Salem,2007,Zaid,0.4775
Salem,2008,Kharif,0.5349
Salem,2008,Rabi,0.4667
Salem,2008,Zaid,0.4367
Salem,2009,Kharif,0.5084
Salem,2009,Rabi,0.5296
Salem,2009,Zaid,0.4305
Salem,2010,Kharif,0.5292
Salem,2010,Rabi,0.4765
Salem,2010,Zaid,0.4187
Salem,2011,Kharif,0.5924
