district,year,season,crop,yield_t_ha,area_ha,production_tonnes,rainfall_mm,temp_avg_c,soil_N,soil_P,soil_K,soil_pH,ndvi,fertilizer_kg_ha
Kanyakumari,2014,Kharif,Groundnut,2.532,21583.0,54652.0,1166.0,29.93,177.0,17.2,171.0,7.76,0.7263,152.1
Kanyakumari,2014,Rabi,Groundnut,2.391,12670.0,30292.0,1166.0,29.93,177.0,17.2,171.0,7.76,0.6014,152.1
Kanyakumari,2014,Zaid,Groundnut,2.706,15065.0,40769.0,1166.0,29.93,177.0,17.2,171.0,7.76,0.5732,152.1
Kanyakumari,2015,Kharif,Groundnut,2.35,19039.0,44734.0,1426.2,30.08,219.4,12.0,175.3,7.64,0.7248,145.9
Kanyakumari,2015,Rabi,Groundnut,2.313,12408.0,28705.0,1426.2,30.08,219.4,12.0,175.3,7.64,0.5986,145.9
Kanyakumari,2015,Zaid,Groundnut,2.211,14669.0,32431.0,1426.2,30.08,219.4,12.0,175.3,7.64,0.5978,145.9
Kanyakumari,2016,Kharif,Groundnut,2.383,21157.0,50410.0,1393.7,30.28,201.2,17.2,139.2,7.79,0.5873,146.4
Kanyakumari,2016,Rabi,Groundnut,2.648,13825.0,36612.0,1393.7,30.28,201.2,17.2,139.2,7.79,0.6121,146.4
Kanyakumari,2016,Zaid,Groundnut,2.34,20096.0,47019.0,1393.7,30.28,201.2,17.2,139.2,7.79,0.5472,146.4
Kanyakumari,2017,Kharif,Groundnut,2.406,20072.0,48298.0,1531.9,29.85,178.1,15.1,165.1,7.2,0.6853,162.8
Kanyakumari,2017,Rabi,Groundnut,2.336,21526.0,50291.0,1531.9,29.85,178.1,15.1,165.1,7.2,0.5485,162.8
Kanyakumari,2017,Zaid,Groundnut,2.321,19172.0,44508.0,1531.9,29.85,178.1,15.1,165.1,7.2,0.5548,162.8
Kanyakumari,2018,Kharif,Groundnut,2.28,19472.0,44388.0,1239.2,30.01,226.4,17.8,160.4,7.16,0.6518,161.4
Kanyakumari,2018,Rabi,Groundnut,2.264,18714.0,42369.0,1239.2,30.01,226.4,17.8,160.4,7.16,0.5968,161.4
Kanyakumari,2018,Zaid,Groundnut,2.684,14197.0,38104.0,1239.2,30.01,226.4,17.8,160.4,7.16,0.5916,161.4
Kanyakumari,2019,Kharif,Groundnut,2.379,22773.0,54168.0,969.9,29.33,207.4,16.3,146.6,7.52,0.7059,159.1
Kanyakumari,2019,Rabi,Groundnut,2.601,19756.0,51386.0,969.9,29.33,207.4,16.3,146.6,7.52,0.5884,159.1
Kanyakumari,2019,Zaid,Groundnut,2.43,18324.0,44532.0,969.9,29.33,207.4,16.3,146.6,7.52,0.5682,159.1
Kanyakumari,2020,Kharif,Groundnut,2.22,14263.0,31664.0,1552.8,29.62,182.5,18.5,158.3,7.01,0.6642,176.9
Kanyakumari,2020,Rabi,Groundnut,2.408,15419.0,37131.0,1552.8,29.62,182.5,18.5,158.3,7.01,0.6236,176.9
Kanyakumari,2020,Zaid,Groundnut,2.742,15437.0,42325.0,1552.8,29.62,182.5,18.5,158.3,7.01,0.5818,176.9
Kanyakumari,2021,Kharif,Groundnut,2.462,17532.0,43165.0,1419.9,29.8,208.0,20.3,137.9,7.51,0.6597,174.5
Kanyakumari,2021,Rabi,Groundnut,2.353,20603.0,48485.0,1419.9,29.8,208.0,20.3,137.9,7.51,0.6177,174.5
Kanyakumari,2021,Zaid,Groundnut,2.159,13113.0,28313.0,1419.9,29.8,208.0,20.3,137.9,7.51,0.532,174.5
Kanyakumari,2022,Kharif,Groundnut,2.243,21727.0,48731.0,1522.1,29.77,212.9,19.3,161.8,7.97,0.6202,198.3
Kanyakumari,2022,Rabi,Groundnut,2.41,22463.0,54143.0,1522.1,29.77,212.9,19.3,161.8,7.97,0.5153,198.3
Kanyakumari,2022,Zaid,Groundnut,2.519,21922.0,55216.0,1522.1,29.77,212.9,19.3,161.8,7.97,0.5478,198.3
Kanyakumari,2023,Kharif,Groundnut,2.325,17119.0,39796.0,1414.6,30.23,210.1,15.6,159.0,7.99,0.6367,180.7
Kanyakumari,2023,Rabi,Groundnut,2.347,17566.0,41236.0,1414.6,30.23,210.1,15.6,159.0,7.99,0.6108,180.7
Kanyakumari,2023,Zaid,Groundnut,2.274,18862.0,42895.0,1414.6,30.23,210.1,15.6,159.0,7.99,0.5032,180.7
Kanyakumari,2003,Kharif,Maize,4.097,7738.0,31701.0,974.1,29.88,214.6,13.0,178.6,7.21,0.6643,158.4
Kanyakumari,2003,Rabi,Maize,4.131,6720.0,27762.0,974.1,29.88,214.6,13.0,178.6,7.21,0.5829,158.4
Kanyakumari,2003,Zaid,Maize,4.44,5998.0,26631.0,974.1,29.88,214.6,13.0,178.6,7.21,0.5123,158.4
Kanyakumari,2004,Kharif,Maize,3.877,8548.0,33142.0,1279.5,29.79,225.4,12.7,173.8,7.58,0.7229,129.6
Kanyakumari,2004,Rabi,Maize,4.038,7704.0,31110.0,1279.5,29.79,225.4,12.7,173.8,7.58,0.608,129.6
Kanyakumari,2004,Zaid,Maize,4.197,8539.0,35836.0,1279.5,29.79,225.4,12.7,173.8,7.58,0.5638,129.6
Kanyakumari,2005,Kharif,Maize,4.122,5539.0,22832.0,1721.1,29.93,212.1,16.6,141.0,7.53,0.7299,94.9
Kanyakumari,2005,Rabi,Maize,4.149,8549.0,35467.0,1721.1,29.93,212.1,16.6,141.0,7.53,0.594,94.9
Kanyakumari,2005,Zaid,Maize,4.286,6160.0,26400.0,1721.1,29.93,212.1,16.6,141.0,7.53,0.6082,94.9
Kanyakumari,2006,Kharif,Maize,4.284,6236.0,26718.0,1489.3,29.91,242.4,15.1,182.6,7.97,0.7787,164.8
Kanyakumari,2006,Rabi,Maize,4.039,6489.0,26211.0,1489.3,29.91,242.4,15.1,182.6,7.97,0.5902,164.8
Kanyakumari,2006,Zaid,Maize,4.323,8230.0,35581.0,1489.3,29.91,242.4,15.1,182.6,7.97,0.515,164.8
Kanyakumari,2007,Kharif,Maize,3.843,6974.0,26801.0,1135.6,30.58,215.0,19.0,166.5,7.56,0.656,123.5
Kanyakumari,2007,Rabi,Maize,3.887,8431.0,32776.0,1135.6,30.58,215.0,19.0,166.5,7.56,0.6161,123.5
Kanyakumari,2007,Zaid,Maize,4.062,6052.0,24586.0,1135.6,30.58,215.0,19.0,166.5,7.56,0.5233,123.5
Kanyakumari,2008,Kharif,Maize,3.958,4871.0,19282.0,1211.1,29.64,205.0,16.1,192.2,7.49,0.6143,139.9
Kanyakumari,2008,Rabi,Maize,4.299,8007.0,34420.0,1211.1,29.64,205.0,16.1,192.2,7.49,0.6349,139.9
Kanyakumari,2008,Zaid,Maize,3.909,5219.0,20403.0,1211.1,29.64,205.0,16.1,192.2,7.49,0.5726,139.9
Kanyakumari,2009,Kharif,Maize,4.076,7720.0,31471.0,1284.3,29.3,233.5,19.3,195.9,7.36,0.7004,141.3
Kanyakumari,2009,Rabi,Maize,4.499,8128.0,36570.0,1284.3,29.3,233.5,19.3,195.9,7.36,0.6591,141.3
Kanyakumari,2009,Zaid,Maize,4.216,8311.0,35035.0,1284.3,29.3,233.5,19.3,195.9,7.36,0.5065,141.3
Kanyakumari,2010,Kharif,Maize,4.124,6773.0,27937.0,1009.7,29.64,178.6,16.3,160.6,7.27,0.5765,154.6
Kanyakumari,2010,Rabi,Maize,4.107,6102.0,25061.0,1009.7,29.64,178.6,16.3,160.6,7.27,0.6213,154.6
Kanyakumari,2010,Zaid,Maize,3.828,5643.0,21601.0,1009.7,29.64,178.6,16.3,160.6,7.27,0.5071,154.6
Kanyakumari,2011,Kharif,Maize,4.528,8208.0,37161.0,1277.3,29.95,236.1,11.7,157.2,7.02,0.5876,140.5
Kanyakumari,2011,Rabi,Maize,4.158,6861.0,28530.0,1277.3,29.95,236.1,11.7,157.2,7.02,0.5958,140.5
Kanyakumari,2011,Zaid,Maize,4.462,7557.0,33724.0,1277.3,29.95,236.1,11.7,157.2,7.02,0.4947,140.5
Kanyakumari,2012,Kharif,Maize,4.01,7409.0,29709.0,1582.4,29.57,175.7,12.9,140.1,7.9,0.6554,179.7
Kanyakumari,2012,Rabi,Maize,3.976,7556.0,30040.0,1582.4,29.57,175.7,12.9,140.1,7.9,0.6596,179.7
Kanyakumari,2012,Zaid,Maize,3.91,7074.0,27663.0,1582.4,29.57,175.7,12.9,140.1,7.9,0.5918,179.7
Kanyakumari,2013,Kharif,Maize,4.454,5301.0,23613.0,1692.7,29.99,224.6,20.2,152.9,7.33,0.6554,151.7
Kanyakumari,2013,Rabi,Maize,4.249,5091.0,21633.0,1692.7,29.99,224.6,20.2,152.9,7.33,0.5856,151.7
Kanyakumari,2013,Zaid,Maize,4.075,5916.0,24109.0,1692.7,29.99,224.6,20.2,152.9,7.33,0.5767,151.7
Kanyakumari,2014,Kharif,Maize,4.275,5248.0,22434.0,1166.0,29.93,177.0,17.2,171.0,7.76,0.7263,152.1
Kanyakumari,2014,Rabi,Maize,4.095,7864.0,32198.0,1166.0,29.93,177.0,17.2,171.0,7.76,0.6014,152.1
Kanyakumari,2014,Zaid,Maize,4.004,6649.0,26620.0,1166.0,29.93,177.0,17.2,171.0,7.76,0.5732,152.1
Kanyakumari,2015,Kharif,Maize,4.129,6258.0,25839.0,1426.2,30.08,219.4,12.0,175.3,7.64,0.7248,145.9
Kanyakumari,2015,Rabi,Maize,4.171,6122.0,25537.0,1426.2,30.08,219.4,12.0,175.3,7.64,0.5986,145.9
Kanyakumari,2015,Zaid,Maize,4.671,7236.0,33796.0,1426.2,30.08,219.4,12.0,175.3,7.64,0.5978,145.9
Kanyakumari,2016,Kharif,Maize,3.965,5659.0,22436.0,1393.7,30.28,201.2,17.2,139.2,7.79,0.5873,146.4
Kanyakumari,2016,Rabi,Maize,3.766,6576.0,24761.0,1393.7,30.28,201.2,17.2,139.2,7.79,0.6121,146.4
Kanyakumari,2016,Zaid,Maize,4.041,7285.0,29438.0,1393.7,30.28,201.2,17.2,139.2,7.79,0.5472,146.4
Kanyakumari,2017,Kharif,Maize,3.903,6033.0,23544.0,1531.9,29.85,178.1,15.1,165.1,7.2,0.6853,162.8
Kanyakumari,2017,Rabi,Maize,4.124,8196.0,33798.0,1531.9,29.85,178.1,15.1,165.1,7.2,0.5485,162.8
Kanyakumari,2017,Zaid,Maize,4.218,6784.0,28614.0,1531.9,29.85,178.1,15.1,165.1,7.2,0.5548,162.8
Kanyakumari,2018,Kharif,Maize,4.345,7528.0,32714.0,1239.2,30.01,226.4,17.8,160.4,7.16,0.6518,161.4
Kanyakumari,2018,Rabi,Maize,4.314,5463.0,23568.0,1239.2,30.01,226.4,17.8,160.4,7.16,0.5968,161.4
Kanyakumari,2018,Zaid,Maize,4.003,4666.0,18678.0,1239.2,30.01,226.4,17.8,160.4,7.16,0.5916,161.4
Kanyakumari,2019,Kharif,Maize,4.074,8039.0,32755.0,969.9,29.33,207.4,16.3,146.6,7.52,0.7059,159.1
Kanyakumari,2019,Rabi,Maize,4.081,5984.0,24420.0,969.9,29.33,207.4,16.3,146.6,7.52,0.5884,159.1
Kanyakumari,2019,Zaid,Maize,4.067,7501.0,30504.0,969.9,29.33,207.4,16.3,146.6,7.52,0.5682,159.1
Kanyakumari,2020,Kharif,Maize,4.367,6762.0,29530.0,1552.8,29.62,182.5,18.5,158.3,7.01,0.6642,176.9
Kanyakumari,2020,Rabi,Maize,4.409,7948.0,35042.0,1552.8,29.62,182.5,18.5,158.3,7.01,0.6236,176.9
Kanyakumari,2020,Zaid,Maize,4.398,4623.0,20331.0,1552.8,29.62,182.5,18.5,158.3,7.01,0.5818,176.9
Kanyakumari,2021,Kharif,Maize,4.437,5741.0,25469.0,1419.9,29.8,208.0,20.3,137.9,7.51,0.6597,174.5
Kanyakumari,2021,Rabi,Maize,4.209,5732.0,24126.0,1419.9,29.8,208.0,20.3,137.9,7.51,0.6177,174.5
Kanyakumari,2021,Zaid,Maize,4.293,6677.0,28663.0,1419.9,29.8,208.0,20.3,137.9,7.51,0.532,174.5
Kanyakumari,2022,Kharif,Maize,4.254,6840.0,29100.0,1522.1,29.77,212.9,19.3,161.8,7.97,0.6202,198.3
Kanyakumari,2022,Rabi,Maize,4.178,6765.0,28266.0,1522.1,29.77,212.9,19.3,161.8,7.97,0.5153,198.3
Kanyakumari,2022,Zaid,Maize,3.898,5323.0,20748.0,1522.1,29.77,212.9,19.3,161.8,7.97,0.5478,198.3
Kanyakumari,2023,Kharif,Maize,4.263,7667.0,32683.0,1414.6,30.23,210.1,15.6,159.0,7.99,0.6367,180.7
Kanyakumari,2023,Rabi,Maize,4.11,6808.0,27979.0,1414.6,30.23,210.1,15.6,159.0,7.99,0.6108,180.7
Kanyakumari,2023,Zaid,Maize,4.578,6223.0,28489.0,1414.6,30.23,210.1,15.6,159.0,7.99,0.5032,180.7
Karur,2003,Kharif,Rice,3.949,33663.0,132932.0,853.9,30.31,246.3,21.6,192.9,6.59,0.5083,181.4
Karur,2003,Rabi,Rice,3.749,32088.0,120305.0,853.9,30.31,246.3,21.6,192.9,6.59,0.4956,181.4
Karur,2004,Kharif,Rice,3.718,24129.0,89717.0,950.9,30.3,224.4,21.7,214.5,6.78,0.6054,154.8
Karur,2004,Rabi,Rice,3.935,35043.0,137908.0,950.9,30.3,224.4,21.7,214.5,6.78,0.4742,154.8
Karur,2005,Kharif,Rice,3.762,26874.0,101091.0,836.4,30.94,281.9,21.3,228.5,6.69,0.5821,160.6
Karur,2005,Rabi,Rice,3.602,28367.0,102181.0,836.4,30.94,281.9,21.3,228.5,6.69,0.4507,160.6
Karur,2006,Kharif,Rice,4.213,32752.0,138001.0,707.2,30.5,218.7,25.7,170.2,6.9,0.5716,177.0
Karur,2006,Rabi,Rice,3.522,24976.0,87972.0,707.2,30.5,218.7,25.7,170.2,6.9,0.5203,177.0
Karur,2007,Kharif,Rice,3.933,31443.0,123656.0,668.6,30.88,237.2,27.2,210.0,7.3,0.5236,185.8
Karur,2007,Rabi,Rice,3.847,26512.0,101981.0,668.6,30.88,237.2,27.2,210.0,7.3,0.497,185.8
Karur,2008,Kharif,Rice,3.906,27486.0,107371.0,1044.4,31.09,245.5,27.7,188.2,6.74,0.5276,179.7
Karur,2008,Rabi,Rice,4.111,27126.0,111524.0,1044.4,31.09,245.5,27.7,188.2,6.74,0.4774,179.7
Karur,2009,Kharif,Rice,4.003,34422.0,137777.0,625.9,30.98,273.6,26.8,204.6,6.65,0.5666,200.2
Karur,2009,Rabi,Rice,4.133,37236.0,153887.0,625.9,30.98,273.6,26.8,204.6,6.65,0.5131,200.2
Karur,2010,Kharif,Rice,3.975,32851.0,130584.0,690.8,30.65,227.9,17.7,221.7,7.04,0.5541,222.6
Karur,2010,Rabi,Rice,3.823,35516.0,135777.0,690.8,30.65,227.9,17.7,221.7,7.04,0.51,222.6
Karur,2011,Kharif,Rice,3.877,23181.0,89875.0,704.6,30.8,263.9,19.7,226.9,6.58,0.5161,172.1
Karur,2011,Rabi,Rice,4.217,35122.0,148107.0,704.6,30.8,263.9,19.7,226.9,6.58,0.5084,172.1
Karur,2012,Kharif,Rice,4.001,27391.0,109583.0,1141.8,30.29,229.5,26.2,209.6,6.71,0.4805,193.7
Karur,2012,Rabi,Rice,3.749,36809.0,137999.0,1141.8,30.29,229.5,26.2,209.6,6.71,0.4478,193.7
Karur,2013,Kharif,Rice,3.919,25683.0,100663.0,1140.3,30.44,235.6,18.3,177.6,6.76,0.5945,213.4
Karur,2013,Rabi,Rice,3.955,36855.0,145775.0,1140.3,30.44,235.6,18.3,177.6,6.76,0.5071,213.4
Karur,2014,Kharif,Rice,4.045,36403.0,147237.0,821.2,30.93,275.2,28.2,218.7,6.85,0.5546,188.4
Karur,2014,Rabi,Rice,4.206,35633.0,149879.0,821.2,30.93,275.2,28.2,218.7,6.85,0.3684,188.4
Karur,2015,Kharif,Rice,3.98,34713.0,138169.0,801.8,30.46,271.8,27.0,175.3,6.68,0.5599,193.2
Karur,2015,Rabi,Rice,3.768,21186.0,79838.0,801.8,30.46,271.8,27.0,175.3,6.68,0.5445,193.2
Karur,2016,Kharif,Rice,3.682,27654.0,101818.0,809.3,30.47,220.9,17.8,227.4,6.76,0.4927,194.1
Karur,2016,Rabi,Rice,3.723,34851.0,129761.0,809.3,30.47,220.9,17.8,227.4,6.76,0.4472,194.1
Karur,2017,Kharif,Rice,3.717,23267.0,86475.0,1282.0,29.96,236.2,17.9,184.7,7.24,0.5526,182.8
Karur,2017,Rabi,Rice,3.751,30287.0,113595.0,1282.0,29.96,236.2,17.9,184.7,7.24,0.4918,182.8
Karur,2018,Kharif,Rice,4.098,29527.0,120998.0,534.6,30.85,280.3,18.9,204.7,6.62,0.4903,196.0
Karur,2018,Rabi,Rice,3.858,28621.0,110436.0,534.6,30.85,280.3,18.9,204.7,6.62,0.481,196.0
Karur,2019,Kharif,Rice,4.226,24861.0,105059.0,859.5,30.73,242.1,24.8,190.4,6.53,0.5323,214.5
Karur,2019,Rabi,Rice,3.837,31613.0,121286.0,859.5,30.73,242.1,24.8,190.4,6.53,0.4598,214.5
Karur,2020,Kharif,Rice,3.737,34460.0,128785.0,1201.0,30.4,281.1,22.3,168.8,6.74,0.5564,188.4
Karur,2020,Rabi,Rice,4.004,36844.0,147525.0,1201.0,30.4,281.1,22.3,168.8,6.74,0.4409,188.4
Karur,2021,Kharif,Rice,4.245,25159.0,106805.0,1257.2,30.79,265.4,26.5,212.0,6.72,0.4865,206.5
Karur,2021,Rabi,Rice,3.9,33285.0,129802.0,1257.2,30.79,265.4,26.5,212.0,6.72,0.4487,206.5
Karur,2022,Kharif,Rice,3.858,21475.0,82854.0,1059.9,30.74,236.6,21.2,205.7,6.52,0.6132,222.9
Karur,2022,Rabi,Rice,4.047,20694.0,83744.0,1059.9,30.74,236.6,21.2,205.7,6.52,0.4724,222.9
Karur,2023,Kharif,Rice,3.981,27392.0,109059.0,628.3,29.57,245.6,28.1,221.6,7.33,0.4285,234.7
Karur,2023,Rabi,Rice,4.012,31501.0,126397.0,628.3,29.57,245.6,28.1,221.6,7.33,0.5524,234.7
Karur,2003,Kharif,Sugarcane,104.971,9639.0,1011845.0,853.9,30.31,246.3,21.6,192.9,6.59,0.5083,181.4
Karur,2004,Kharif,Sugarcane,96.131,10966.0,1054132.0,950.9,30.3,224.4,21.7,214.5,6.78,0.6054,154.8
Karur,2005,Kharif,Sugarcane,99.388,11097.0,1102910.0,836.4,30.94,281.9,21.3,228.5,6.69,0.5821,160.6
Karur,2006,Kharif,Sugarcane,99.672,8703.0,867427.0,707.2,30.5,218.7,25.7,170.2,6.9,0.5716,177.0
Karur,2007,Kharif,Sugarcane,97.553,9788.0,954899.0,668.6,30.88,237.2,27.2,210.0,7.3,0.5236,185.8
Karur,2008,Kharif,Sugarcane,98.154,9702.0,952271.0,1044.4,31.09,245.5,27.7,188.2,6.74,0.5276,179.7
Karur,2009,Kharif,Sugarcane,109.353,10334.0,1130097.0,625.9,30.98,273.6,26.8,204.6,6.65,0.5666,200.2
Karur,2010,Kharif,Sugarcane,99.345,10208.0,1014117.0,690.8,30.65,227.9,17.7,221.7,7.04,0.5541,222.6
Karur,2011,Kharif,Sugarcane,101.246,6441.0,652154.0,704.6,30.8,263.9,19.7,226.9,6.58,0.5161,172.1
Karur,2012,Kharif,Sugarcane,105.1,11024.0,1158600.0,1141.8,30.29,229.5,26.2,209.6,6.71,0.4805,193.7
Karur,2013,Kharif,Sugarcane,102.072,8717.0,889744.0,1140.3,30.44,235.6,18.3,177.6,6.76,0.5945,213.4
Karur,2014,Kharif,Sugarcane,105.885,8203.0,868544.0,821.2,30.93,275.2,28.2,218.7,6.85,0.5546,188.4
Karur,2015,Kharif,Sugarcane,106.97,9123.0,975909.0,801.8,30.46,271.8,27.0,175.3,6.68,0.5599,193.2
Karur,2016,Kharif,Sugarcane,103.006,7717.0,794868.0,809.3,30.47,220.9,17.8,227.4,6.76,0.4927,194.1
Karur,2017,Kharif,Sugarcane,100.268,11298.0,1132790.0,1282.0,29.96,236.2,17.9,184.7,7.24,0.5526,182.8
Karur,2018,Kharif,Sugarcane,96.462,11565.0,1115634.0,534.6,30.85,280.3,18.9,204.7,6.62,0.4903,196.0
Karur,2019,Kharif,Sugarcane,100.858,7601.0,766618.0,859.5,30.73,242.1,24.8,190.4,6.53,0.5323,214.5
Karur,2020,Kharif,Sugarcane,103.761,9679.0,1004316.0,1201.0,30.4,281.1,22.3,168.8,6.74,0.5564,188.4
Karur,2021,Kharif,Sugarcane,105.042,11588.0,1217265.0,1257.2,30.79,265.4,26.5,212.0,6.72,0.4865,206.5
Karur,2022,Kharif,Sugarcane,104.746,11343.0,1188126.0,1059.9,30.74,236.6,21.2,205.7,6.52,0.6132,222.9
Karur,2023,Kharif,Sugarcane,98.773,9415.0,929954.0,628.3,29.57,245.6,28.1,221.6,7.33,0.4285,234.7
Karur,2003,Kharif,Banana,37.613,5275.0,198399.0,853.9,30.31,246.3,21.6,192.9,6.59,0.5083,181.4
Karur,2003,Rabi,Banana,41.419,7147.0,296009.0,853.9,30.31,246.3,21.6,192.9,6.59,0.4956,181.4
Karur,2003,Zaid,Banana,34.864,5357.0,186775.0,853.9,30.31,246.3,21.6,192.9,6.59,0.417,181.4
Karur,2004,Kharif,Banana,37.194,5844.0,217346.0,950.9,30.3,224.4,21.7,214.5,6.78,0.6054,154.8
Karur,2004,Rabi,Banana,38.075,6405.0,243877.0,950.9,30.3,224.4,21.7,214.5,6.78,0.4742,154.8
Karur,2004,Zaid,Banana,35.578,4341.0,154440.0,950.9,30.3,224.4,21.7,214.5,6.78,0.4062,154.8
Karur,2005,Kharif,Banana,36.791,5747.0,211438.0,836.4,30.94,281.9,21.3,228.5,6.69,0.5821,160.6
Karur,2005,Rabi,Banana,38.266,5107.0,195417.0,836.4,30.94,281.9,21.3,228.5,6.69,0.4507,160.6
Karur,2005,Zaid,Banana,38.635,4443.0,171671.0,836.4,30.94,281.9,21.3,228.5,6.69,0.4653,160.6
Karur,2006,Kharif,Banana,34.728,5426.0,188422.0,707.2,30.5,218.7,25.7,170.2,6.9,0.5716,177.0
Karur,2006,Rabi,Banana,37.187,5982.0,222437.0,707.2,30.5,218.7,25.7,170.2,6.9,0.5203,177.0
Karur,2006,Zaid,Banana,35.599,7043.0,250740.0,707.2,30.5,218.7,25.7,170.2,6.9,0.4663,177.0
Karur,2007,Kharif,Banana,37.417,6388.0,239011.0,668.6,30.88,237.2,27.2,210.0,7.3,0.5236,185.8
Karur,2007,Rabi,Banana,38.4,6746.0,259061.0,668.6,30.88,237.2,27.2,210.0,7.3,0.497,185.8
Karur,2007,Zaid,Banana,38.017,5712.0,217162.0,668.6,30.88,237.2,27.2,210.0,7.3,0.4786,185.8
Karur,2008,Kharif,Banana,40.377,6063.0,244789.0,1044.4,31.09,245.5,27.7,188.2,6.74,0.5276,179.7
Karur,2008,Rabi,Banana,37.28,5652.0,210711.0,1044.4,31.09,245.5,27.7,188.2,6.74,0.4774,179.7
Karur,2008,Zaid,Banana,37.163,3987.0,148164.0,1044.4,31.09,245.5,27.7,188.2,6.74,0.4943,179.7
Karur,2009,Kharif,Banana,36.836,3937.0,145013.0,625.9,30.98,273.6,26.8,204.6,6.65,0.5666,200.2
Karur,2009,Rabi,Banana,41.397,6846.0,283402.0,625.9,30.98,273.6,26.8,204.6,6.65,0.5131,200.2
Karur,2009,Zaid,Banana,36.558,5658.0,206860.0,625.9,30.98,273.6,26.8,204.6,6.65,0.4331,200.2
Karur,2010,Kharif,Banana,39.502,6307.0,249138.0,690.8,30.65,227.9,17.7,221.7,7.04,0.5541,222.6
Karur,2010,Rabi,Banana,37.428,7213.0,269964.0,690.8,30.65,227.9,17.7,221.7,7.04,0.51,222.6
Karur,2010,Zaid,Banana,36.443,4197.0,152955.0,690.8,30.65,227.9,17.7,221.7,7.04,0.505,222.6
Karur,2011,Kharif,Banana,37.823,6529.0,246934.0,704.6,30.8,263.9,19.7,226.9,6.58,0.5161,172.1
Karur,2011,Rabi,Banana,38.081,4710.0,179376.0,704.6,30.8,263.9,19.7,226.9,6.58,0.5084,172.1
Karur,2011,Zaid,Banana,39.272,5232.0,205486.0,704.6,30.8,263.9,19.7,226.9,6.58,0.4406,172.1
Karur,2012,Kharif,Banana,36.588,7198.0,263351.0,1141.8,30.29,229.5,26.2,209.6,6.71,0.4805,193.7
Karur,2012,Rabi,Banana,35.416,5244.0,185709.0,1141.8,30.29,229.5,26.2,209.6,6.71,0.4478,193.7
Karur,2012,Zaid,Banana,38.321,6905.0,264620.0,1141.8,30.29,229.5,26.2,209.6,6.71,0.4429,193.7
Karur,2013,Kharif,Banana,37.853,4960.0,187753.0,1140.3,30.44,235.6,18.3,177.6,6.76,0.5945,213.4
Karur,2013,Rabi,Banana,36.469,7277.0,265401.0,1140.3,30.44,235.6,18.3,177.6,6.76,0.5071,213.4
Karur,2013,Zaid,Banana,35.028,5988.0,209752.0,1140.3,30.44,235.6,18.3,177.6,6.76,0.3754,213.4
Karur,2014,Kharif,Banana,38.555,4823.0,185961.0,821.2,30.93,275.2,28.2,218.7,6.85,0.5546,188.4
Karur,2014,Rabi,Banana,39.563,5712.0,225968.0,821.2,30.93,275.2,28.2,218.7,6.85,0.3684,188.4
Karur,2014,Zaid,Banana,37.82,4703.0,177877.0,821.2,30.93,275.2,28.2,218.7,6.85,0.4242,188.4
Karur,2015,Kharif,Banana,38.914,5525.0,215015.0,801.8,30.46,271.8,27.0,175.3,6.68,0.5599,193.2
Karur,2015,Rabi,Banana,36.1,6075.0,219297.0,801.8,30.46,271.8,27.0,175.3,6.68,0.5445,193.2
Karur,2015,Zaid,Banana,39.223,4398.0,172492.0,801.8,30.46,271.8,27.0,175.3,6.68,0.4901,193.2
Karur,2016,Kharif,Banana,37.687,6007.0,226384.0,809.3,30.47,220.9,17.8,227.4,6.76,0.4927,194.1
Karur,2016,Rabi,Banana,37.023,6980.0,258422.0,809.3,30.47,220.9,17.8,227.4,6.76,0.4472,194.1
Karur,2016,Zaid,Banana,35.714,7052.0,251859.0,809.3,30.47,220.9,17.8,227.4,6.76,0.4318,194.1
Karur,2017,Kharif,Banana,39.134,6605.0,258465.0,1282.0,29.96,236.2,17.9,184.7,7.24,0.5526,182.8
Karur,2017,Rabi,Banana,35.946,4645.0,166987.0,1282.0,29.96,236.2,17.9,184.7,7.24,0.4918,182.8
Karur,2017,Zaid,Banana,36.35,6082.0,221084.0,1282.0,29.96,236.2,17.9,184.7,7.24,0.3813,182.8
Karur,2018,Kharif,Banana,38.041,5140.0,195529.0,534.6,30.85,280.3,18.9,204.7,6.62,0.4903,196.0
Karur,2018,Rabi,Banana,39.562,6218.0,246013.0,534.6,30.85,280.3,18.9,204.7,6.62,0.481,196.0
Karur,2018,Zaid,Banana,39.497,5765.0,227684.0,534.6,30.85,280.3,18.9,204.7,6.62,0.4193,196.0
Karur,2019,Kharif,Banana,35.491,4005.0,142137.0,859.5,30.73,242.1,24.8,190.4,6.53,0.5323,214.5
Karur,2019,Rabi,Banana,36.007,6080.0,218904.0,859.5,30.73,242.1,24.8,190.4,6.53,0.4598,214.5
Karur,2019,Zaid,Banana,35.537,4433.0,157540.0,859.5,30.73,242.1,24.8,190.4,6.53,0.4425,214.5
Karur,2020,Kharif,Banana,35.435,6031.0,213713.0,1201.0,30.4,281.1,22.3,168.8,6.74,0.5564,188.4
Karur,2020,Rabi,Banana,35.791,4582.0,163977.0,1201.0,30.4,281.1,22.3,168.8,6.74,0.4409,188.4
Karur,2020,Zaid,Banana,38.641,6637.0,256474.0,1201.0,30.4,281.1,22.3,168.8,6.74,0.4642,188.4
Karur,2021,Kharif,Banana,37.717,4823.0,181922.0,1257.2,30.79,265.4,26.5,212.0,6.72,0.4865,206.5
