district,year,soil_N,soil_P,soil_K,soil_pH
Thanjavur,2017,315.7,21.3,192.9,6.66
Thanjavur,2018,290.9,32.5,244.9,6.75
Thanjavur,2019,302.3,20.2,226.7,7.05
Thanjavur,2020,292.5,25.7,244.3,7.06
Thanjavur,2021,306.9,25.6,194.1,6.85
Thanjavur,2022,319.3,32.1,220.8,6.93
Thanjavur,2023,277.1,25.0,254.1,6.79
Theni,2003,205.3,17.4,187.3,7.03
Theni,2004,187.3,17.1,188.8,7.83
Theni,2005,204.2,21.3,187.3,7.87
Theni,2006,240.9,19.8,161.1,7.36
Theni,2007,222.5,13.2,180.5,7.13
Theni,2008,214.2,18.4,146.3,7.07
Theni,2009,227.0,12.9,144.0,7.79
Theni,2010,210.8,19.5,183.6,7.73
Theni,2011,233.6,20.4,158.4,7.33
Theni,2012,196.3,19.5,155.5,7.38
Theni,2013,177.2,19.2,137.3,7.77
Theni,2014,224.5,12.2,149.3,7.21
Theni,2015,236.1,20.5,190.3,7.7
Theni,2016,195.2,16.5,146.4,7.36
Theni,2017,211.3,13.7,134.8,7.47
Theni,2018,186.5,14.1,179.1,7.56
Theni,2019,232.5,13.4,168.3,7.18
Theni,2020,216.3,14.4,145.4,7.16
Theni,2021,227.1,17.1,142.1,7.11
Theni,2022,219.5,17.3,144.4,7.78
Theni,2023,215.5,18.1,147.2,7.52
Thoothukudi,2003,193.1,13.2,162.3,7.2
Thoothukudi,2004,244.1,13.9,147.3,7.83
Thoothukudi,2005,224.0,19.8,190.7,7.03
Thoothukudi,2006,191.8,19.1,152.4,7.28
Thoothukudi,2007,192.7,17.5,158.2,7.22
Thoothukudi,2008,181.6,13.4,138.4,7.74
Thoothukudi,2009,221.9,12.5,195.6,7.04
Thoothukudi,2010,208.0,15.8,181.3,7.83
Thoothukudi,2011,227.8,15.6,173.4,7.96
Thoothukudi,2012,232.8,20.3,142.0,7.47
Thoothukudi,2013,199.8,14.1,163.6,7.5
Thoothukudi,2014,237.6,21.1,144.9,7.07
Thoothukudi,2015,228.8,12.2,171.2,7.32
Thoothukudi,2016,186.9,14.7,139.4,7.27
Thoothukudi,2017,176.4,16.7,134.2,7.58
Thoothukudi,2018,205.0,17.8,162.3,7.28
Thoothukudi,2019,176.9,16.9,158.3,7.77
Thoothukudi,2020,181.8,19.0,172.1,7.85
Thoothukudi,2021,225.6,12.9,155.0,8.0
Thoothukudi,2022,221.7,12.6,176.4,7.12
Thoothukudi,2023,212.8,19.9,172.2,7.82
Tiruchirappalli,2003,293.4,19.4,220.3,7.13
Tiruchirappalli,2004,257.8,26.1,171.0,7.21
Tiruchirappalli,2005,248.8,22.2,181.6,6.66
Tiruchirappalli,2006,231.6,28.5,234.2,7.02
Tiruchirappalli,2007,289.1,24.8,177.8,6.61
Tiruchirappalli,2008,239.0,19.6,184.3,6.86
Tiruchirappalli,2009,292.8,26.7,216.8,6.77
Tiruchirappalli,2010,292.8,27.3,219.8,6.62
Tiruchirappalli,2011,243.2,18.8,166.6,6.98
Tiruchirappalli,2012,267.5,29.2,233.1,6.53
Tiruchirappalli,2013,280.7,28.2,231.9,7.35
Tiruchirappalli,2014,260.1,24.7,227.1,6.95
Tiruchirappalli,2015,258.1,22.5,222.5,6.71
Tiruchirappalli,2016,253.2,25.1,211.5,7.05
Tiruchirappalli,2017,246.2,19.7,189.7,6.77
Tiruchirappalli,2018,210.4,17.7,213.9,6.73
Tiruchirappalli,2019,266.9,20.9,204.3,6.87
Tiruchirappalli,2020,229.3,27.0,210.6,6.93
Tiruchirappalli,2021,244.6,21.2,218.6,6.72
Tiruchirappalli,2022,220.7,21.7,171.8,7.22
Tiruchirappalli,2023,250.3,26.1,187.6,6.96
Tirunelveli,2003,229.4,15.4,194.8,7.59
Tirunelveli,2004,235.4,14.2,179.6,7.07
Tirunelveli,2005,246.7,15.8,193.0,7.03
Tirunelveli,2006,210.2,17.3,152.9,8.0
Tirunelveli,2007,228.5,13.0,175.0,7.86
Tirunelveli,2008,180.3,21.2,151.4,7.18
Tirunelveli,2009,183.5,15.0,195.0,7.14
Tirunelveli,2010,198.8,19.8,188.7,7.51
Tirunelveli,2011,184.4,20.3,153.1,7.11
Tirunelveli,2012,213.2,17.4,159.0,7.54
Tirunelveli,2013,176.3,14.5,172.5,7.35
Tirunelveli,2014,196.7,16.1,148.0,7.36
Tirunelveli,2015,184.9,18.0,187.2,7.31
Tirunelveli,2016,188.5,15.4,171.9,7.44
Tirunelveli,2017,184.3,18.7,151.7,7.78
Tirunelveli,2018,228.2,14.5,188.1,7.96
Tirunelveli,2019,235.6,13.8,156.4,7.85
Tirunelveli,2020,180.1,17.7,172.4,7.82
Tirunelveli,2021,212.1,15.8,137.6,7.24
Tirunelveli,2022,182.0,14.8,180.0,7.56
Tirunelveli,2023,215.0,16.7,136.3,7.32
Tirupathur,2003,236.1,15.5,160.6,7.26
Tirupathur,2004,265.4,25.5,225.8,7.22
Tirupathur,2005,262.7,27.7,172.2,6.92
Tirupathur,2006,240.1,15.7,175.8,7.05
Tirupathur,2007,255.6,21.3,174.4,7.0
Tirupathur,2008,222.4,24.7,210.9,7.49
Tirupathur,2009,259.4,22.0,184.8,7.49
Tirupathur,2010,197.8,25.4,215.7,7.4
Tirupathur,2011,248.6,23.3,193.5,7.34
Tirupathur,2012,263.3,23.6,220.0,7.02
Tirupathur,2013,200.0,17.7,216.2,7.28
Tirupathur,2014,244.8,21.2,155.9,7.42
Tirupathur,2015,199.7,15.5,189.4,7.11
Tirupathur,2016,245.7,19.3,163.4,7.09
Tirupathur,2017,197.9,21.9,178.8,7.41
Tirupathur,2018,207.6,18.1,208.1,7.32
Tirupathur,2019,260.7,17.7,185.0,6.81
Tirupathur,2020,222.1,14.9,190.8,7.56
Tirupathur,2021,220.7,26.1,201.6,7.59
Tirupathur,2022,203.1,15.4,202.0,6.88
Tirupathur,2023,246.1,14.3,152.7,7.38
Tiruppur,2003,334.1,22.3,273.6,6.69
Tiruppur,2004,303.2,31.3,279.1,6.79
Tiruppur,2005,278.8,34.4,271.5,5.99
Tiruppur,2006,267.6,21.8,221.5,5.98
Tiruppur,2007,318.6,37.5,268.0,6.52
Tiruppur,2008,317.9,34.2,274.0,6.63
Tiruppur,2009,329.8,27.8,273.5,6.55
Tiruppur,2010,313.6,32.2,227.3,6.28
Tiruppur,2011,275.6,34.6,233.3,6.78
Tiruppur,2012,275.2,24.1,217.6,6.58
Tiruppur,2013,279.8,22.7,237.2,6.03
Tiruppur,2014,332.3,30.2,230.2,6.36
Tiruppur,2015,300.8,26.0,269.5,5.95
Tiruppur,2016,267.4,24.7,275.2,5.92
Tiruppur,2017,302.8,32.6,228.5,6.29
Tiruppur,2018,267.5,28.6,250.4,6.3
Tiruppur,2019,322.1,29.6,204.3,6.1
Tiruppur,2020,252.9,28.3,249.1,6.31
Tiruppur,2021,329.9,22.7,225.6,6.42
Tiruppur,2022,323.2,33.2,226.0,6.65
Tiruppur,2023,288.3,31.2,215.4,6.7
Tiruvallur,2003,230.4,16.5,185.1,7.13
Tiruvallur,2004,257.1,23.6,174.0,7.55
Tiruvallur,2005,266.0,19.3,212.8,7.52
Tiruvallur,2006,212.5,25.7,158.6,7.0
Tiruvallur,2007,263.0,21.2,206.8,7.58
Tiruvallur,2008,211.7,24.3,181.0,7.09
Tiruvallur,2009,233.3,19.2,205.1,7.05
Tiruvallur,2010,218.1,25.1,218.5,7.38
Tiruvallur,2011,247.4,25.4,181.2,7.08
Tiruvallur,2012,211.7,15.9,214.5,7.09
Tiruvallur,2013,244.8,25.0,192.8,7.21
Tiruvallur,2014,229.8,19.4,176.6,7.38
Tiruvallur,2015,242.2,24.9,155.5,7.25
Tiruvallur,2016,234.0,25.9,207.3,6.84
Tiruvallur,2017,206.5,16.3,207.4,7.44
Tiruvallur,2018,196.7,23.7,197.4,7.18
Tiruvallur,2019,215.9,25.9,155.9,7.03
Tiruvallur,2020,214.8,22.3,187.5,7.0
Tiruvallur,2021,226.4,19.0,179.7,6.99
Tiruvallur,2022,232.3,21.5,167.0,7.0
Tiruvallur,2023,236.6,17.4,172.4,7.38
Tiruvannamalai,2003,227.6,18.4,218.0,7.33
Tiruvannamalai,2004,214.1,17.9,205.5,7.39
Tiruvannamalai,2005,245.8,17.5,190.9,7.27
Tiruvannamalai,2006,268.1,21.4,208.9,7.37
Tiruvannamalai,2007,275.1,25.4,188.6,7.4
Tiruvannamalai,2008,273.2,16.2,222.3,7.22
Tiruvannamalai,2009,225.2,17.8,190.4,7.0
Tiruvannamalai,2010,218.1,23.2,203.6,7.1
Tiruvannamalai,2011,214.3,23.0,162.1,6.97
Tiruvannamalai,2012,261.8,26.3,158.4,6.91
Tiruvannamalai,2013,266.3,17.3,217.3,6.97
Tiruvannamalai,2014,221.6,17.2,215.6,6.87
Tiruvannamalai,2015,267.8,15.0,181.5,7.12
Tiruvannamalai,2016,196.0,15.4,188.4,6.93
Tiruvannamalai,2017,226.3,14.7,157.6,6.84
Tiruvannamalai,2018,203.9,17.4,156.2,7.17
Tiruvannamalai,2019,240.0,15.1,203.4,7.18
Tiruvannamalai,2020,206.9,19.4,213.7,7.14
Tiruvannamalai,2021,239.3,18.0,200.5,7.38
Tiruvannamalai,2022,248.6,25.6,176.7,7.48
Tiruvannamalai,2023,209.9,17.4,171.2,7.53
Tiruvarur,2003,328.3,23.6,271.9,6.7
Tiruvarur,2004,303.5,22.4,265.7,7.13
Tiruvarur,2005,325.8,34.5,250.7,6.63
Tiruvarur,2006,332.5,27.7,206.1,6.59
Tiruvarur,2007,309.8,27.7,265.3,6.84
Tiruvarur,2008,276.6,20.2,213.9,7.19
Tiruvarur,2009,291.9,27.2,225.5,7.05
Tiruvarur,2010,289.8,29.2,240.3,7.07
Tiruvarur,2011,281.3,30.9,230.4,6.6
Tiruvarur,2012,309.7,20.2,217.6,6.96
Tiruvarur,2013,272.3,32.0,242.7,6.68
Tiruvarur,2014,318.6,33.1,206.3,7.09
Tiruvarur,2015,304.6,20.8,225.8,6.85
Tiruvarur,2016,299.5,32.1,241.8,6.84
Tiruvarur,2017,298.4,19.6,209.2,7.02
Tiruvarur,2018,274.8,25.6,258.9,7.1
Tiruvarur,2019,276.0,23.0,249.8,7.09
Tiruvarur,2020,302.5,20.8,232.4,6.58
Tiruvarur,2021,315.4,20.2,216.3,7.14
Tiruvarur,2022,316.6,31.3,217.4,6.74
Tiruvarur,2023,287.9,20.7,239.3,6.79
Vellore,2003,225.2,25.6,175.4,7.2
Vellore,2004,204.4,25.4,173.9,7.3
Vellore,2005,212.7,20.7,173.1,6.84
Vellore,2006,239.6,26.6,180.3,7.57
Vellore,2007,205.6,15.6,206.4,7.19
Vellore,2008,216.9,19.7,165.2,7.2
Vellore,2009,265.5,24.1,201.2,7.43
Vellore,2010,223.3,16.5,167.8,7.23
Vellore,2011,210.3,21.4,191.3,7.56
Vellore,2012,207.4,23.3,198.9,6.81
Vellore,2013,197.5,25.7,182.2,6.84
Vellore,2014,246.6,19.3,218.2,7.58
Vellore,2015,254.6,26.3,217.0,7.28
Vellore,2016,242.2,15.2,181.1,7.41
Vellore,2017,219.8,18.7,154.3,7.13
Vellore,2018,192.6,20.7,178.3,7.46
Vellore,2019,204.3,26.6,174.1,7.27
Vellore,2020,237.4,26.3,161.1,7.49
Vellore,2021,255.3,19.7,160.9,6.92
Vellore,2022,230.4,18.6,205.6,6.82
Vellore,2023,205.7,23.7,208.3,6.95
Villupuram,2003,241.0,26.9,226.8,6.96
Villupuram,2004,272.7,22.8,215.2,7.35
Villupuram,2005,215.1,19.1,190.3,7.21
Villupuram,2006,260.5,16.1,181.0,7.1
Villupuram,2007,241.9,20.6,214.4,7.58
Villupuram,2008,257.2,25.3,208.3,7.02
Villupuram,2009,239.7,20.9,198.2,7.4
Villupuram,2010,209.5,21.7,184.3,6.83
Villupuram,2011,269.3,18.2,185.1,7.31
Villupuram,2012,264.4,20.2,166.2,7.24
Villupuram,2013,211.2,20.0,169.4,6.97
Villupuram,2014,215.3,26.8,214.2,7.11
Villupuram,2015,232.1,23.3,187.2,6.9
Villupuram,2016,256.3,14.5,193.2,6.91
Villupuram,2017,197.0,15.1,176.5,7.31
Villupuram,2018,217.7,18.9,213.6,7.21
Villupuram,2019,195.4,15.9,175.5,7.16
Villupuram,2020,237.2,22.1,194.3,7.11
Villupuram,2021,260.9,25.6,211.5,6.88
Villupuram,2022,197.3,23.4,192.0,7.27
Villupuram,2023,228.9,19.3,213.2,7.3
Virudhunagar,2003,223.6,18.6,164.6,7.5
Virudhunagar,2004,187.4,20.7,188.2,7.93
Virudhunagar,2005,179.5,15.9,172.8,7.57
Virudhunagar,2006,190.3,17.7,197.3,7.68
Virudhunagar,2007,236.8,15.7,187.8,7.77
Virudhunagar,2008,243.9,13.9,153.8,7.5
Virudhunagar,2009,212.3,18.2,141.3,7.51
Virudhunagar,2010,220.6,18.4,148.9,7.4
Virudhunagar,2011,194.4,18.2,171.1,7.54
Virudhunagar,2012,194.2,12.5,174.5,7.04
Virudhunagar,2013,227.4,19.4,173.4,7.61
Virudhunagar,2014,217.8,18.6,174.6,7.62
Virudhunagar,2015,200.1,18.5,142.2,7.66
Virudhunagar,2016,196.2,20.7,151.3,7.53
Virudhunagar,2017,208.0,12.4,144.5,7.25
Virudhunagar,2018,180.1,12.7,133.7,7.37
Virudhunagar,2019,190.3,16.9,162.8,7.15
Virudhunagar,2020,231.4,13.6,178.8,7.78
Virudhunagar,2021,172.7,12.8,135.5,7.33
Virudhunagar,2022,171.1,19.6,150.0,7.57
Virudhunagar,2023,179.5,16.4,164.9,7.82
